mol_i, mol_j, min_mean_dissimilarity
30, 23, 0.0008445782878011875
30, 24, 0.000638920565509879
30, 25, 0.0006518822953852465
30, 26, 0.0010321473217425592
30, 27, 0.0009453320952243082
30, 28, 0.0003415171239233023
30, 29, 7.221776376824834e-05
30, 30, 4.2151965359460355e-17
30, 31, 0.0004628387865669151
30, 32, 3.597014122883739e-05
30, 33, 0.0006296870724997541
30, 34, 0.0006362296806667811
30, 35, 0.0005501608546509099
30, 36, 0.0007076406371935862
30, 37, 0.000700237725264374
30, 38, 0.0007334976778256027
30, 39, 0.0011164690396864413
30, 40, 0.0013593598103302483
30, 41, 0.0007768997751498712
30, 42, 0.00014077346121506325
30, 43, 0.0006179275180252332
30, 44, 0.0008702855002786133
30, 45, 0.0010974111312357275
30, 46, 0.0008839394539980026
30, 47, 0.000689120457667269
30, 48, 0.0005089085597588188
30, 49, 0.0003783742997511043
30, 50, 0.0003178856931362555
30, 51, 0.0002981362857833505
30, 52, 0.00031130062671867005
30, 53, 0.00033022471126476833
30, 54, 0.0005336902978516268
30, 55, 0.0012577363247298252
30, 56, 0.0007960405944850121
30, 57, 0.0012690419381717435
30, 58, 0.0008856076787752801
30, 59, 0.0006006625263403421
30, 60, 0.000555119981354788
30, 61, 0.000555515381114292
30, 62, 0.0005286777627094384
30, 63, 0.0005480712522952175
30, 64, 0.0013184574683364337
30, 65, 0.007061262981457094
30, 66, 0.0010001040251239762
30, 67, 0.0010825913320739835
30, 68, 0.0008706325897317508
30, 69, 0.0006619628937803231
30, 70, 0.0005172531322243886
30, 71, 0.00042379371004498136
30, 72, 0.0003667235501055514
30, 73, 0.00034294309783991267
30, 74, 0.00038542385156884536
30, 75, 0.00037364267005024357
30, 76, 0.0008406606749967965
30, 77, 0.0008845476490186879
30, 78, 0.001127528796874273
30, 79, 0.0008202320382081433
30, 80, 0.0005575148528688485
30, 81, 0.0003862736644837654
30, 82, 0.0002959846184596417
30, 83, 0.000254754805250247
30, 84, 0.0002599100551168395
30, 85, 0.00040287619584629544
30, 86, 0.0003284932519969697
30, 87, 0.0006821751352593963
30, 88, 0.0010001948992496867
30, 89, 0.000707222318811605
30, 90, 0.0008961339066558533
30, 91, 0.0006336995195389112
30, 92, 0.0005127402384302257
30, 93, 0.00041426018512376246
30, 94, 0.00035811521827033393
30, 95, 0.00032157104013675654
30, 96, 0.0003222677873411472
30, 97, 0.0004280950065531746
30, 98, 0.0009983802200444862
30, 99, 0.0011128843477902434
30, 100, 0.0012909283184058195
30, 101, 0.0011289129982872265
30, 102, 0.0008734706852043214
30, 103, 0.0006919926784783312
30, 104, 0.0005842382748015598
30, 105, 0.0005237430437504914
30, 106, 0.0004924032299960751
30, 107, 0.0005305152902136827
30, 108, 0.0005835835334437149
30, 109, 0.0014427211690912153
31, 0, 0.00114224192821583
31, 1, 0.0011542282980989834
31, 2, 0.0012806047546842006
31, 3, 0.0012354274171628627
31, 4, 0.0013220184793825858
31, 5, 0.0015544959691926315
31, 6, 0.0018945564974813468
31, 7, 0.0018182407657694832
31, 8, 0.001329105756414594
31, 9, 0.0006950707373067722
31, 10, 0.001509628887603999
31, 11, 0.0005619923520388672
31, 12, 0.0009561478438132561
31, 13, 0.0011015075967610501
31, 14, 0.0019143779984971154
31, 15, 0.0025729847074364093
31, 16, 0.0025321186222925667
31, 17, 0.002392083186066351
31, 18, 0.0016987553311524548
31, 19, 0.0009192905998058752
31, 20, 0.00019154070152904777
31, 21, 9.491332843536426e-05
31, 22, 0.0006325301590606741
31, 23, 0.0008961765037476104
31, 24, 0.0008244224502858609
31, 25, 0.0008282803604635684
31, 26, 0.0012041527688386865
31, 27, 0.0012832133817274373
31, 28, 0.0006268792288719698
31, 29, 0.00024510371060595693
31, 30, 0.00013233735926403064
31, 31, 3.916481820800253e-17
31, 32, 0.00011242132280594597
31, 33, 0.0006341600474445561
31, 34, 0.0006423887117033059
31, 35, 0.0006969515659924654
31, 36, 0.0008626762287559344
31, 37, 0.000860883413605823
31, 38, 0.0008952740309892518
31, 39, 0.001278511593820061
31, 40, 0.0016446237386396336
31, 41, 0.0010494538897967804
31, 42, 0.00018865405120121136
31, 43, 0.0007610891905236551
31, 44, 0.0009151232353654763
31, 45, 0.0011380078850565874
31, 46, 0.0011659938564455162
31, 47, 0.001055300140103508
31, 48, 0.000824370667657963
31, 49, 0.0006159157876004162
31, 50, 0.0004770057978225693
31, 51, 0.000400732870436874
31, 52, 0.0003602540932833716
31, 53, 0.0003534479437887447
31, 54, 0.00048514016686323656
31, 55, 0.0012954530045753275
31, 56, 0.000913413579495488
31, 57, 0.00131204056576273
31, 58, 0.0012135396490409094
31, 59, 0.000845811237046097
31, 60, 0.0007636186367351327
31, 61, 0.0007670731180116591
31, 62, 0.0007041331066985938
31, 63, 0.0006802323643409803
31, 64, 0.001207540019240265
31, 65, 0.00634607165249856
31, 66, 0.0010754600747016297
31, 67, 0.0012003247797509498
31, 68, 0.0011555778675685026
31, 69, 0.0010318846514723223
31, 70, 0.0008328444878197268
31, 71, 0.0006835349956900462
31, 72, 0.000584196168500559
31, 73, 0.000537811125592873
31, 74, 0.0005178200351737659
31, 75, 0.0004515048899710228
31, 76, 0.0007785309746057619
31, 77, 0.000977192015793378
31, 78, 0.001221560795710276
31, 79, 0.0010894262038567625
31, 80, 0.000930551837905943
31, 81, 0.0006999088085419272
31, 82, 0.0005458115945026173
31, 83, 0.0004461717640372311
31, 84, 0.00037103338228907214
31, 85, 0.0004934625763520403
31, 86, 0.00036378660601253725
31, 87, 0.0006181091855996691
31, 88, 0.0010798471697377428
31, 89, 0.0009174206153527592
31, 90, 0.001113359525090094
31, 91, 0.0009957098664383573
31, 92, 0.0008407333672434031
31, 93, 0.0007007037941396077
31, 94, 0.0006089169023851624
31, 95, 0.0005467819237177721
31, 96, 0.0004925031951667014
31, 97, 0.0004930081693484051
31, 98, 0.0009238109677112727
31, 99, 0.0011711598056936062
31, 100, 0.0013644996289961294
31, 101, 0.00134062096505493
31, 102, 0.0012294754677251725
31, 103, 0.0010050120541786488
31, 104, 0.0008387176119653422
31, 105, 0.0007258360025460801
31, 106, 0.0006320860663313698
31, 107, 0.0006272575582267586
31, 108, 0.0007140628816294599
31, 109, 0.0012387639702125914
32, 0, 0.0011377903664735191
32, 1, 0.0011458553350731997
32, 2, 0.0011736523200797104
32, 3, 0.001109531588865787
32, 4, 0.0012055124618912617
32, 5, 0.00144507870339684
32, 6, 0.0017925681722053518
32, 7, 0.0016416967285468184
32, 8, 0.0011595251499045844
32, 9, 0.0006457594165426688
32, 10, 0.001807988302729752
32, 11, 0.0005606396778397612
32, 12, 0.0009567687322823919
32, 13, 0.0011011103199730183
32, 14, 0.0019119918802040926
32, 15, 0.002462789854170333
32, 16, 0.0024270317664091398
32, 17, 0.0022805275594880523
32, 18, 0.0015823628623384894
32, 19, 0.000823903002964515
32, 20, 0.0001379354742200697
32, 21, 5.503601814603442e-05
32, 22, 0.0005871211169060672
32, 23, 0.0008532010240524866
32, 24, 0.0006686759623947948
32, 25, 0.0006779501116108897
32, 26, 0.0010564110070622585
32, 27, 0.001043313535531552
32, 28, 0.0004187294093175732
32, 29, 9.296147411564679e-05
32, 30, 2.921810625043298e-05
32, 31, 0.0004310239138242409
32, 32, 4.663268608664708e-17
32, 33, 0.0006334541448362066
32, 34, 0.0006404470770268619
32, 35, 0.0005793422924114302
32, 36, 0.000738903951534007
32, 37, 0.0007328348403449632
32, 38, 0.0007670683518223066
32, 39, 0.001149435476717024
32, 40, 0.0014526466058748595
32, 41, 0.0008897751743270411
32, 42, 0.00015430521870516773
32, 43, 0.0006404130583484197
32, 44, 0.0008786333204736999
32, 45, 0.0011067818022693179
32, 46, 0.0009835892713284673
32, 47, 0.0007774665441877821
32, 48, 0.0005620892878065379
32, 49, 0.00041367844713546223
32, 50, 0.0003317758801933511
32, 51, 0.00029826701063970186
32, 52, 0.0002961031287540714
32, 53, 0.00031522048581002904
32, 54, 0.000477459225013727
32, 55, 0.0012613329148198904
32, 56, 0.0008220890744279416
32, 57, 0.0012912245924551651
32, 58, 0.0009539898433288366
32, 59, 0.0006387248269925139
32, 60, 0.000584747965314625
32, 61, 0.0005853653082626793
32, 62, 0.000549782175215171
32, 63, 0.0005439157875614828
32, 64, 0.0012157734147519466
32, 65, 0.006878501280770609
32, 66, 0.0010121555273370276
32, 67, 0.0011302323466027915
32, 68, 0.0009410270238158696
32, 69, 0.0007216413650797597
32, 70, 0.000564247267274761
32, 71, 0.00045931203869636954
32, 72, 0.00039628230497287445
32, 73, 0.00038575722355889126
32, 74, 0.00043720829264501387
32, 75, 0.00038868845582681194
32, 76, 0.0007897600264464417
32, 77, 0.0008953386253243353
32, 78, 0.0011402017636828812
32, 79, 0.0008911531123713399
32, 80, 0.000609391161963531
32, 81, 0.00041867130856091365
32, 82, 0.00031259122446897057
32, 83, 0.0002590145718869747
32, 84, 0.0002606458799621742
32, 85, 0.0004228980786465128
32, 86, 0.0003375891925643308
32, 87, 0.0006604574588710734
32, 88, 0.0010120671173577225
32, 89, 0.0007394792976365623
32, 90, 0.000930355519038265
32, 91, 0.0006911673902640944
32, 92, 0.000561817088783714
32, 93, 0.00045340243368728166
32, 94, 0.0003902292115608501
32, 95, 0.00035648346974943363
32, 96, 0.00037272903694739835
32, 97, 0.00039552304717822856
32, 98, 0.0009304428887987441
32, 99, 0.0011263118455854212
32, 100, 0.0013204723442562004
32, 101, 0.001202499355042892
32, 102, 0.0009346621011325738
32, 103, 0.0007401460907664025
32, 104, 0.000618546359399841
32, 105, 0.0005475996605866799
32, 106, 0.0005150908896221034
32, 107, 0.0005669475733640187
32, 108, 0.0006388499407959267
32, 109, 0.001408340168358238
33, 0, 0.0007915309534312114
33, 1, 0.0008587468681707266
33, 2, 0.0012533810159093257
33, 3, 0.0014590368295377858
33, 4, 0.0015661359693945386
33, 5, 0.0017234236101611314
33, 6, 0.0020350434063633994
33, 7, 0.0023516726493206155
33, 8, 0.002310406274198443
33, 9, 0.001849250744811843
33, 10, 0.0024865869310594763
33, 11, 2.9285550559768648e-05
33, 12, 0.00034530737325889926
33, 13, 0.0005177681569353481
33, 14, 0.0011766473179006863
33, 15, 0.002111019069432014
33, 16, 0.0025572819926977537
33, 17, 0.0026618693554130803
33, 18, 0.0023975575927585578
33, 19, 0.0018928595722581215
33, 20, 0.0013452799013794511
33, 21, 0.0011169813838340223
33, 22, 0.0015120306298572863
33, 23, 0.0017138296949509304
33, 24, 0.0021204834706606006
33, 25, 0.002216239830185858
33, 26, 0.0025245218394980237
33, 27, 0.002844158105545395
33, 28, 0.002869679415861846
33, 29, 0.002458886535651414
33, 30, 0.0024509012669334976
33, 31, 0.002599604541809482
33, 32, 0.0024234389224830452
33, 33, 4.762840180379969e-17
33, 34, 4.2680018869227196e-05
33, 35, 0.0006771419005343472
33, 36, 0.0007647873360468752
33, 37, 0.000693910592365604
33, 38, 0.0007397623815802796
33, 39, 0.001042452859085414
33, 40, 0.0015945333173140591
33, 41, 0.0017179138485857997
33, 42, 0.0011008736566075522
33, 43, 0.0015163756940901622
33, 44, 0.002218532222854728
33, 45, 0.0022916924855509073
33, 46, 0.0026050196722864688
33, 47, 0.0028340884808415643
33, 48, 0.0031291068395357695
33, 49, 0.0030603571055676845
33, 50, 0.0030384602041598563
33, 51, 0.003067939439125615
33, 52, 0.003076506978291747
33, 53, 0.003029247120904992
33, 54, 0.002960856173268424
33, 55, 0.002046148493079715
33, 56, 0.00238879576047977
33, 57, 0.0019374948995619196
33, 58, 0.002530221083031035
33, 59, 0.00272329407009473
33, 60, 0.002694377251837987
33, 61, 0.0027047227246626364
33, 62, 0.0027248127763970825
33, 63, 0.0027827551401223526
33, 64, 0.0036767544866851236
33, 65, 0.010060380327882543
33, 66, 0.0026793930926659643
33, 67, 0.0028188113473119926
33, 68, 0.003234936328609978
33, 69, 0.0035327538516424003
33, 70, 0.0035898390726983183
33, 71, 0.003578508495061351
33, 72, 0.0036244513135768714
33, 73, 0.003713660991786819
33, 74, 0.0037977762266413464
33, 75, 0.0036739128357395107
33, 76, 0.003823962927637417
33, 77, 0.0026179585714110826
33, 78, 0.002769674386827761
33, 79, 0.00306171174718507
33, 80, 0.003406022945546706
33, 81, 0.0034515636598283
33, 82, 0.0034134707846462885
33, 83, 0.0034223294980629078
33, 84, 0.003489198904111409
33, 85, 0.0037263360564192965
33, 86, 0.0035401784302238745
33, 87, 0.003560016012618367
33, 88, 0.0032714990597431295
33, 89, 0.0036642312083692893
33, 90, 0.0037212354337828706
33, 91, 0.004004113296615822
33, 92, 0.00408540171444021
33, 93, 0.004070001744234333
33, 94, 0.004083732069530785
33, 95, 0.004122687839958437
33, 96, 0.004217342325329547
33, 97, 0.004010590601545596
33, 98, 0.004154553913240965
33, 99, 0.0026240608791214767
33, 100, 0.0027664963597713154
33, 101, 0.003055406207430925
33, 102, 0.0033702034835966584
33, 103, 0.0035461256916438566
33, 104, 0.0035074148426679735
33, 105, 0.003529676182859931
33, 106, 0.003596048430460875
33, 107, 0.0037511726503860116
33, 108, 0.00390908277870955
33, 109, 0.0038665842453070058
34, 0, 0.000825209979094628
34, 1, 0.0008081375871948163
34, 2, 0.0011826519614937313
34, 3, 0.0013627738093033451
34, 4, 0.0014673764764952788
34, 5, 0.0016354546521372003
34, 6, 0.0020143106476825487
34, 7, 0.0023313191421689295
34, 8, 0.0022853305772036593
34, 9, 0.0018402951912808237
34, 10, 0.0024677209666591287
34, 11, 0.00011338774348333287
34, 12, 0.000379558153651811
34, 13, 0.0005250954923645725
34, 14, 0.0011827371383187652
34, 15, 0.002213211236783027
34, 16, 0.002619958374550178
34, 17, 0.0026432640447078587
34, 18, 0.0023699398330357915
34, 19, 0.0018742547377187536
34, 20, 0.0013384286002983928
34, 21, 0.001109346264879893
34, 22, 0.0015261632511292809
34, 23, 0.0016950909654530493
34, 24, 0.0020928217325000514
34, 25, 0.0021871309201581327
34, 26, 0.0024904861833723617
34, 27, 0.0028040341869781846
34, 28, 0.002822985694669418
34, 29, 0.002425218315065072
34, 30, 0.0024165616914990007
34, 31, 0.002563857736628934
34, 32, 0.0023853583730651974
34, 33, 4.157927637962972e-05
34, 34, 5.2938885628613594e-17
34, 35, 0.0005744190809180027
34, 36, 0.0006585222886002622
34, 37, 0.0006520900488333683
34, 38, 0.0007191991843434492
34, 39, 0.0010052857488733165
34, 40, 0.0016194899300964712
34, 41, 0.001697246856117949
34, 42, 0.0010848195117740655
34, 43, 0.0014784189845497913
34, 44, 0.0021843200313030843
34, 45, 0.002249679582341807
34, 46, 0.002551930717868618
34, 47, 0.00277524039748912
34, 48, 0.0030649627080598396
34, 49, 0.0030195091840383684
34, 50, 0.002998860834097635
34, 51, 0.0030297370867961074
34, 52, 0.003037201813823122
34, 53, 0.002989473820251288
34, 54, 0.002921552569073156
34, 55, 0.002021333907964018
34, 56, 0.00235872445194939
34, 57, 0.0019025623814356229
34, 58, 0.0024779399568032345
34, 59, 0.0026900978774683677
34, 60, 0.002662683984793882
34, 61, 0.002672876876614542
34, 62, 0.002692355599850628
34, 63, 0.0027445442022471594
34, 64, 0.003612576263721719
34, 65, 0.009932321392266344
34, 66, 0.002633539352156592
34, 67, 0.002763654483703492
34, 68, 0.003167359325820906
34, 69, 0.0034592335000285124
34, 70, 0.003538236331356054
34, 71, 0.0035291729212072894
34, 72, 0.0035777528606411343
34, 73, 0.0036664280824676198
34, 74, 0.003756833509467792
34, 75, 0.003624360038740515
34, 76, 0.003756831681183923
34, 77, 0.0025775552581759256
34, 78, 0.002719044906254798
34, 79, 0.0030019593297266607
34, 80, 0.003341077879134936
34, 81, 0.0034088462552715505
34, 82, 0.0033732769670955028
34, 83, 0.0033795866356383245
34, 84, 0.003449315136805249
34, 85, 0.003690472526548992
34, 86, 0.0034990870772067017
34, 87, 0.00350808479023612
34, 88, 0.0032186897042136855
34, 89, 0.0036103553771397014
34, 90, 0.003659125619391528
34, 91, 0.0039240388907816086
34, 92, 0.004027966039300177
34, 93, 0.004014272147963588
34, 94, 0.004029779483863461
34, 95, 0.004068799872388516
34, 96, 0.0041661002237472974
34, 97, 0.003955456150642885
34, 98, 0.004098462490777489
34, 99, 0.0025785869917437075
34, 100, 0.0027110059990517864
34, 101, 0.002990816625155242
34, 102, 0.0032998731532660184
34, 103, 0.0034968815279082764
34, 104, 0.003460347625464698
34, 105, 0.003483982024118045
34, 106, 0.0035483659151681482
34, 107, 0.0037065336986581254
34, 108, 0.0038646913446080877
34, 109, 0.0038119259424422266
35, 0, 0.0013031814567935624
35, 1, 0.0012532545978256372
35, 2, 0.0008405271986136985
35, 3, 0.0008164756368682254
35, 4, 0.0009010395995231192
35, 5, 0.001133629789622602
35, 6, 0.0015780988484865488
35, 7, 0.0017623988092454429
35, 8, 0.0014270590207934863
35, 9, 0.001253993322935941
35, 10, 0.0021942799323045785
35, 11, 0.0003002009544340398
35, 12, 0.0003764725494518721
35, 13, 0.00048769896316602844
35, 14, 0.001177742948959834
35, 15, 0.002228831214944426
35, 16, 0.0024333649237525262
35, 17, 0.0023707525542495827
35, 18, 0.0018013923968762105
35, 19, 0.0011728549194953098
35, 20, 0.0006133254018183346
35, 21, 0.0005652791846794034
35, 22, 0.001993548032078762
35, 23, 0.00193586314285229
35, 24, 0.001621985892465172
35, 25, 0.0016686466203491939
35, 26, 0.001999296309950938
35, 27, 0.002223366128709276
35, 28, 0.0018784609256856247
35, 29, 0.0017455511648403193
35, 30, 0.0018363908623536505
35, 31, 0.002276417120986265
35, 32, 0.001893228726527711
35, 33, 0.000529348957886443
35, 34, 0.0004611607974122311
35, 35, 4.2649823218036654e-17
35, 36, 0.0001039213819693268
35, 37, 0.00018147268574369632
35, 38, 0.0002410683736103846
35, 39, 0.0005053686253101009
35, 40, 0.0010925841360316063
35, 41, 0.0008906784969540069
35, 42, 0.0005503413766636145
35, 43, 0.0007863214161134332
35, 44, 0.0029328709135318792
35, 45, 0.002606935895005262
35, 46, 0.0022563773860756397
35, 47, 0.0021803677198089758
35, 48, 0.002144480174362074
35, 49, 0.002178292685621638
35, 50, 0.002274638564555076
35, 51, 0.0023772452822570967
35, 52, 0.002485485286590844
35, 53, 0.00260470207563576
35, 54, 0.002745045401915435
35, 55, 0.002643809366221864
35, 56, 0.002313849425100254
35, 57, 0.0023149565098298107
35, 58, 0.0018129023665478328
35, 59, 0.0018052616809511191
35, 60, 0.0018349878156992876
35, 61, 0.0018386461339656613
35, 62, 0.0019149753162793434
35, 63, 0.0020507855637680434
35, 64, 0.003056271037429143
35, 65, 0.009083960292619495
35, 66, 0.003244804874026513
35, 67, 0.0029979335904990927
35, 68, 0.0026300484585459185
35, 69, 0.002578591836332487
35, 70, 0.0026069268996702856
35, 71, 0.0026650237080606556
35, 72, 0.0027537400297516865
35, 73, 0.0028608822828110484
35, 74, 0.003015919181711945
35, 75, 0.0031186387562185574
35, 76, 0.003411362338026668
35, 77, 0.0031989333000440787
35, 78, 0.002856232343523749
35, 79, 0.0026242786156288013
35, 80, 0.002526514765442559
35, 81, 0.0025330782728233752
35, 82, 0.0025988909074716204
35, 83, 0.002692254588188914
35, 84, 0.0028958481260150304
35, 85, 0.0031305345364270737
35, 86, 0.003187049049015485
35, 87, 0.003240872244941046
35, 88, 0.0036532120550633244
35, 89, 0.003441192919386818
35, 90, 0.0032075628904962364
35, 91, 0.0030144509650512487
35, 92, 0.003047099209925216
35, 93, 0.0030948701000728385
35, 94, 0.003153412598008679
35, 95, 0.0032162894924531297
35, 96, 0.003370668305232188
35, 97, 0.0035177437197960928
35, 98, 0.003926015877044297
35, 99, 0.0032485326065254463
35, 100, 0.002931547478114938
35, 101, 0.0026401513508628924
35, 102, 0.0025297123140408865
35, 103, 0.0025162276930003904
35, 104, 0.0025639880182231527
35, 105, 0.0026489789487698593
35, 106, 0.0028074465674289397
35, 107, 0.002983490250059602
35, 108, 0.0030244572572636734
35, 109, 0.0035487260373401473
36, 0, 0.0013957561427143407
36, 1, 0.001375553218983896
36, 2, 0.0008998509892612607
36, 3, 0.000864426431962157
36, 4, 0.0008221646034441588
36, 5, 0.000960709324639175
36, 6, 0.0013878017292245203
36, 7, 0.001744877728833963
36, 8, 0.0014218425632685227
36, 9, 0.0012806446481813624
36, 10, 0.002192736570560357
36, 11, 0.0005047781994149658
36, 12, 0.00027365124937675175
36, 13, 0.00029875700794634283
36, 14, 0.0007803929680498765
36, 15, 0.001989582183564141
36, 16, 0.0023947572816850715
36, 17, 0.0023366742469673103
36, 18, 0.0017772429029455133
36, 19, 0.0011683323478005776
36, 20, 0.0006295188299613447
36, 21, 0.0005870952292839381
36, 22, 0.0020644115086153447
36, 23, 0.001843128807438459
36, 24, 0.0015609756953719677
36, 25, 0.0015723412825107306
36, 26, 0.0017953804635471502
36, 27, 0.0021908601767098254
36, 28, 0.0018704220851809338
36, 29, 0.0017572928922240181
36, 30, 0.0018562830304919946
36, 31, 0.002289273735207619
36, 32, 0.0019152813660450292
36, 33, 0.0006367747366904938
36, 34, 0.0005767287949215617
36, 35, 0.00010781042322322826
36, 36, 4.5968875608545345e-17
36, 37, 8.261651737016794e-05
36, 38, 0.0001524119120705884
36, 39, 0.0002971989938445769
36, 40, 0.0010261752960203103
36, 41, 0.0008885771736477935
36, 42, 0.0005865828611636611
36, 43, 0.0008094714236180661
36, 44, 0.0029063293251753676
36, 45, 0.0025339448938977507
36, 46, 0.0022045430664385393
36, 47, 0.0021413143570250402
36, 48, 0.0021206732492091785
36, 49, 0.0021728060730751386
36, 50, 0.0022831474182747735
36, 51, 0.002393212949034153
36, 52, 0.002504902997186848
36, 53, 0.0026250632536277733
36, 54, 0.0027241004614828733
36, 55, 0.0026039059803925463
36, 56, 0.0023072557488435716
36, 57, 0.0022475525509384393
36, 58, 0.0017807069897818855
36, 59, 0.0018016163195955753
36, 60, 0.0018380586141073336
36, 61, 0.0018407726210815842
36, 62, 0.001923082892399171
36, 63, 0.002067818201942562
36, 64, 0.003077672527950901
36, 65, 0.009083716406766123
36, 66, 0.0031909130092668847
36, 67, 0.002925893109844406
36, 68, 0.002583961522337203
36, 69, 0.0025464606333181748
36, 70, 0.0025885129556156177
36, 71, 0.0026570029720419846
36, 72, 0.00275269320145832
36, 73, 0.002864525130892412
36, 74, 0.0030224657519494513
36, 75, 0.003132351115523015
36, 76, 0.003408375416410187
36, 77, 0.003119255443293259
36, 78, 0.002788041239479305
36, 79, 0.0025718014332729595
36, 80, 0.0024925849454919637
36, 81, 0.0025187025153341584
36, 82, 0.002597544901634145
36, 83, 0.002698741191037269
36, 84, 0.002909314860198179
36, 85, 0.0031439047797750083
36, 86, 0.003206257422264954
36, 87, 0.0032198451905678374
36, 88, 0.003600476681993337
36, 89, 0.0034163421707058793
36, 90, 0.003160816054383076
36, 91, 0.0029849507427210167
36, 92, 0.003028656804495679
36, 93, 0.0030866789808573817
36, 94, 0.0031513992383788926
36, 95, 0.00321817074356166
36, 96, 0.003378481478806011
36, 97, 0.0035347648992788746
36, 98, 0.0039023976642804364
36, 99, 0.003194210977937758
36, 100, 0.002860906435426206
36, 101, 0.0025894038873244315
36, 102, 0.002496586061516229
36, 103, 0.00250116903346623
36, 104, 0.002560895719353744
36, 105, 0.002653888463309706
36, 106, 0.0028201100773862877
36, 107, 0.002996062812990072
36, 108, 0.0030308022689252926
36, 109, 0.0035385992641716194
37, 0, 0.0013570531236585858
37, 1, 0.0013478258456918546
37, 2, 0.0008936227964135027
37, 3, 0.0008877224357948975
37, 4, 0.0008646491673273691
37, 5, 0.0010031993584291965
37, 6, 0.0013603038017390308
37, 7, 0.0017438155345110777
37, 8, 0.0014324778277337818
37, 9, 0.0013178480932271096
37, 10, 0.0021873905410741347
37, 11, 0.00036696983470894793
37, 12, 0.00013700537419042614
37, 13, 0.00015450090354631114
37, 14, 0.0006182942887425443
37, 15, 0.0017390185585598932
37, 16, 0.002292645862003212
37, 17, 0.002319260418479939
37, 18, 0.0017706349837686706
37, 19, 0.0011780370725835352
37, 20, 0.0006575153282398558
37, 21, 0.0006191704974055453
37, 22, 0.0019696103521363102
37, 23, 0.001754178199819635
37, 24, 0.0014965515782853634
37, 25, 0.001506239872351172
37, 26, 0.0017319372211156054
37, 27, 0.0021808793695703254
37, 28, 0.0018823490836576149
37, 29, 0.0017846100353319117
37, 30, 0.0018914941267886938
37, 31, 0.0023088870000350513
37, 32, 0.001952840822521589
37, 33, 0.0005878864241602264
37, 34, 0.0005799802307211994
37, 35, 0.00017629364425157803
37, 36, 8.101026309844141e-05
37, 37, 4.2317917978985786e-17
37, 38, 2.380249524460834e-05
37, 39, 0.00021652736403752316
37, 40, 0.0009033142847687748
37, 41, 0.0008988230756517561
37, 42, 0.0006266424587239854
37, 43, 0.0008158404721170746
37, 44, 0.0028821088168018787
37, 45, 0.00248120435106298
37, 46, 0.0021736230638454133
37, 47, 0.0021224805770276253
37, 48, 0.002117028991687787
37, 49, 0.002184256577642237
37, 50, 0.0023061742624359838
37, 51, 0.0024221863098767907
37, 52, 0.002538660734952399
37, 53, 0.002662720071738248
37, 54, 0.0027185082039779744
37, 55, 0.0025751425949369763
37, 56, 0.002317806770135317
37, 57, 0.002199409744988712
37, 58, 0.0017675833512130173
37, 59, 0.0018144412633020646
37, 60, 0.0018573767803164178
37, 61, 0.0018597837969549563
37, 62, 0.0019488218096332687
37, 63, 0.0021003797478962583
37, 64, 0.0031146355836040498
37, 65, 0.009088804556196527
37, 66, 0.0031594984972074793
37, 67, 0.0028797639912187317
37, 68, 0.0025637338610864234
37, 69, 0.002540311365461377
37, 70, 0.0025958186098353027
37, 71, 0.0026748444623832484
37, 72, 0.0027779709559900443
37, 73, 0.002893143189411802
37, 74, 0.0030556673819185105
37, 75, 0.003170059359203701
37, 76, 0.0034191642811259833
37, 77, 0.003062010842879525
37, 78, 0.002743497910037148
37, 79, 0.0025451898638258986
37, 80, 0.0024838012930872193
37, 81, 0.002527193869669226
37, 82, 0.002618486074005104
37, 83, 0.0027279020991631776
37, 84, 0.0029465972907995472
37, 85, 0.003178661528116252
37, 86, 0.0032457834271488835
37, 87, 0.003212017891272761
37, 88, 0.00357135788597342
37, 89, 0.0034134023422898287
37, 90, 0.0031385671761933443
37, 91, 0.002977827969835977
37, 92, 0.0030326752378330222
37, 93, 0.003101104051996327
37, 94, 0.003172538788975237
37, 95, 0.003243433187447921
37, 96, 0.0034095863634096375
37, 97, 0.003574063911432123
37, 98, 0.003899308936191491
37, 99, 0.003148131668413408
37, 100, 0.0028119927936897967
37, 101, 0.002558706873409395
37, 102, 0.002481504811519776
37, 103, 0.0025030681482889517
37, 104, 0.0025761613669879873
37, 105, 0.0026779586854255265
37, 106, 0.0028516027111015916
37, 107, 0.0030294295270941233
37, 108, 0.003059808412159558
37, 109, 0.0035317146237258527
38, 0, 0.0013766188751841546
38, 1, 0.0013808926243764996
38, 2, 0.0009280581867064223
38, 3, 0.0009296049024473898
38, 4, 0.0009079353838953858
38, 5, 0.0010306560771349638
38, 6, 0.0013500563106107098
38, 7, 0.0017267669555173187
38, 8, 0.0014112317603825262
38, 9, 0.0012985936473425982
38, 10, 0.0021825977989308144
38, 11, 0.00039210009461361777
38, 12, 0.00013084107183892533
38, 13, 0.0001425356752926397
38, 14, 0.0005841795950059012
38, 15, 0.0016390978321841596
38, 16, 0.0021648733418965014
38, 17, 0.002289920794192196
38, 18, 0.0017486425135189352
38, 19, 0.0011551104524759545
38, 20, 0.000636164576092849
38, 21, 0.0006005883682188507
38, 22, 0.0019945397049213756
38, 23, 0.0017615375420328943
38, 24, 0.0014941975178759204
38, 25, 0.0014990084340063832
38, 26, 0.0017169220126632754
38, 27, 0.00217001186663753
38, 28, 0.0018664466158920339
38, 29, 0.0017703557215357258
