mol_i, mol_j, min_max_dissimilarity
19, 16, 0.193210501284795
19, 17, 0.12261846866712556
19, 18, 0.04255851656273413
19, 19, 2.220446049250313e-16
19, 20, 0.007055564954202342
19, 21, 0.03302821629455566
19, 22, 0.3610972823397839
19, 23, 0.4262343071157594
19, 24, 0.28815444324583184
19, 25, 0.3232407283752482
19, 26, 0.5980307089150495
19, 27, 0.22810859778400816
19, 28, 0.2237014696672287
19, 29, 0.22413482846887567
19, 30, 0.22166061824904038
19, 31, 0.23616267345765163
19, 32, 0.2236673526553522
19, 33, 0.3344192493820666
19, 34, 0.3412161354509491
19, 35, 0.1906852592168925
19, 36, 0.2726957546448254
19, 37, 0.25234853011773584
19, 38, 0.2731206844607431
19, 39, 0.5577802832207271
19, 40, 0.2746601466136569
19, 41, 0.06595574238870017
19, 42, 0.037546438087350587
19, 43, 0.12269684566155481
19, 44, 0.3447968267284386
19, 45, 0.4522559622845146
19, 46, 0.30375818206953153
19, 47, 0.2368861092508543
19, 48, 0.18481628462933397
19, 49, 0.18472460715593786
19, 50, 0.18440992772813325
19, 51, 0.184542025059116
19, 52, 0.18520830759350293
19, 53, 0.18680358559324417
19, 54, 0.19122055967916485
19, 55, 0.4178368140759702
19, 56, 0.32992504954117274
19, 57, 0.3947126351113366
19, 58, 0.2620565382906581
19, 59, 0.17127093496514367
19, 60, 0.16956525539978395
19, 61, 0.16939627811425984
19, 62, 0.1690100018359103
19, 63, 0.16560140211195673
19, 64, 0.1740384875809794
19, 65, 0.2845431508432582
19, 66, 0.43715217655247085
19, 67, 0.41197073660769745
19, 68, 0.3302930471905622
19, 69, 0.20585947350986167
19, 70, 0.20205065235171893
19, 71, 0.20435826622675524
19, 72, 0.2050015586359485
19, 73, 0.20346103079822686
19, 74, 0.19871214162111617
19, 75, 0.19851027551382516
19, 76, 0.20639021840361937
19, 77, 0.4026811687890628
19, 78, 0.41007735959080094
19, 79, 0.3031145312865632
19, 80, 0.21623388976503588
19, 81, 0.20230702610634732
19, 82, 0.20303227733409712
19, 83, 0.20350850601175474
19, 84, 0.2033607976939923
19, 85, 0.20231503771888038
19, 86, 0.2025178414033746
19, 87, 0.20506889431878927
19, 88, 0.4508257005347457
19, 89, 0.31779019733444314
19, 90, 0.4058444072510896
19, 91, 0.2596218099256016
19, 92, 0.25949231824414554
19, 93, 0.2595602742701423
19, 94, 0.2587356945410355
19, 95, 0.25552930497760196
19, 96, 0.25063947732240544
19, 97, 0.2635914151307299
19, 98, 0.26006559920803873
19, 99, 0.4006210249015363
19, 100, 0.44698413013896776
19, 101, 0.34109213904441016
19, 102, 0.24290096091995772
19, 103, 0.2448414869450637
19, 104, 0.24599547112820974
19, 105, 0.24691282549296467
19, 106, 0.24651679084269462
19, 107, 0.24381463054848618
19, 108, 0.24415675539376536
19, 109, 0.23690060595178863
20, 0, 0.32878045925276134
20, 1, 0.3614347992634033
20, 2, 0.24118441059923268
20, 3, 0.18889266995898601
20, 4, 0.2896142379732741
20, 5, 0.4842993186267702
20, 6, 0.7411791157774891
20, 7, 0.5541948139349746
20, 8, 0.1884024542685364
20, 9, 0.10402481748208481
20, 10, 0.12766495241282672
20, 11, 0.15729668071026692
20, 12, 0.30448214143523733
20, 13, 0.40059512820404863
20, 14, 0.67311079358222
20, 15, 0.751713490795678
20, 16, 0.6923098103807741
20, 17, 0.6309592967806346
20, 18, 0.5006104104824249
20, 19, 0.3141030350156633
20, 20, 2.220446049250313e-16
20, 21, 0.014964628942029656
20, 22, 0.36109723173354147
20, 23, 0.42623434775160696
20, 24, 0.2881548283188724
20, 25, 0.32324075212233216
20, 26, 0.6025605814258626
20, 27, 0.537993439297252
20, 28, 0.22370451398374946
20, 29, 0.22413237193333924
20, 30, 0.22166292150837608
20, 31, 0.23616232180827024
20, 32, 0.22367037777568355
20, 33, 0.33441914203086776
20, 34, 0.34121605432324187
20, 35, 0.1746900767773063
20, 36, 0.2726957077381911
20, 37, 0.2523485771796069
20, 38, 0.2731207364148801
20, 39, 0.557780335096421
20, 40, 0.7010765131251058
20, 41, 0.31737521455604134
20, 42, 0.037546528262877854
20, 43, 0.12547575703783953
20, 44, 0.34479680944074864
20, 45, 0.45225607821941305
20, 46, 0.29579563065480785
20, 47, 0.22670054748061574
20, 48, 0.18481628463531174
20, 49, 0.184724607162168
20, 50, 0.18440992773450782
20, 51, 0.18454202506529926
20, 52, 0.18520830759933016
20, 53, 0.18680358559880428
20, 54, 0.19122055968438478
20, 55, 0.41783685430776385
20, 56, 0.3299249822645989
20, 57, 0.3947126797422157
20, 58, 0.2533338518039996
20, 59, 0.17127093495922863
20, 60, 0.1695652553941731
20, 61, 0.1693962781083026
20, 62, 0.16901000182809545
20, 63, 0.16560140210082241
20, 64, 0.17403848755000895
20, 65, 0.28463923285932513
20, 66, 0.437152237742369
20, 67, 0.41197076958324463
20, 68, 0.3204306126110845
20, 69, 0.1981810165673411
20, 70, 0.2020693221125811
20, 71, 0.20435864686544924
20, 72, 0.20500361445641935
20, 73, 0.20346621348892435
20, 74, 0.19871931918280272
20, 75, 0.1985137032905656
20, 76, 0.20639064280347652
20, 77, 0.40268118991837
20, 78, 0.40247717816325446
20, 79, 0.29136048069254217
20, 80, 0.20169848887660402
20, 81, 0.2023259347920502
20, 82, 0.20302997657221777
20, 83, 0.20350680458109194
20, 84, 0.2033640939490412
20, 85, 0.20231810125527783
20, 86, 0.20252063752756422
20, 87, 0.2050724478882776
20, 88, 0.44572677688615214
20, 89, 0.31779010492540516
20, 90, 0.39941437597189855
20, 91, 0.25952518828005866
20, 92, 0.25950523350597554
20, 93, 0.25983766553294996
20, 94, 0.25881464765802953
20, 95, 0.2555450109467202
20, 96, 0.2506333359621954
20, 97, 0.263662802815289
20, 98, 0.2601108147922987
20, 99, 0.4006210400332696
20, 100, 0.4469842125210024
20, 101, 0.33167087143070606
20, 102, 0.24282517024769423
20, 103, 0.24487350136295472
20, 104, 0.24627174872899293
20, 105, 0.24699144154296415
20, 106, 0.24651104466025753
20, 107, 0.24381351594203937
20, 108, 0.24415555779130016
20, 109, 0.2369000020633485
21, 0, 0.32878049075428684
21, 1, 0.36143483086218786
21, 2, 0.230581339862737
21, 3, 0.1888926701111745
21, 4, 0.2896143036120171
21, 5, 0.48429941815983224
21, 6, 0.741179235540329
21, 7, 0.6256788065866892
21, 8, 0.2593113337281744
21, 9, 0.10402481748513959
21, 10, 0.12475058066203193
21, 11, 0.15729672207370604
21, 12, 0.3044822118681617
21, 13, 0.4005952024171928
21, 14, 0.6731109222724483
21, 15, 0.8067045705409299
21, 16, 0.7594524831094871
21, 17, 0.7047009012141117
21, 18, 0.5810793978849456
21, 19, 0.3948735505012876
21, 20, 0.010997300079605976
21, 21, 2.220446049250313e-16
21, 22, 0.3610972632198086
21, 23, 0.4262343785640832
21, 24, 0.2881549008026385
21, 25, 0.3232409015056612
21, 26, 0.6025607066586232
21, 27, 0.6010082689439413
21, 28, 0.2236630931164192
21, 29, 0.22409595997932774
21, 30, 0.22163411660461962
21, 31, 0.23606834622110118
21, 32, 0.22363771493280116
21, 33, 0.3344191732055042
21, 34, 0.34121608593436625
21, 35, 0.16857751628316198
21, 36, 0.2726957542776469
21, 37, 0.25234866999297967
21, 38, 0.27312083860831315
21, 39, 0.5577804527289401
21, 40, 0.7616690975989038
21, 41, 0.3952806434652921
21, 42, 0.03754665257089074
21, 43, 0.15865656658667115
21, 44, 0.34479684276115297
21, 45, 0.4522561098803578
21, 46, 0.29549435500176013
21, 47, 0.22625591553411506
21, 48, 0.18481628463546962
21, 49, 0.18472460716191497
21, 50, 0.18440992773409992
21, 51, 0.18454202506490736
21, 52, 0.1852083075989872
21, 53, 0.18680358559848098
21, 54, 0.19122055968419682
21, 55, 0.41783691444546733
21, 56, 0.3299250148634135
21, 57, 0.3947127122959021
21, 58, 0.25328479892035227
21, 59, 0.17127093496786494
21, 60, 0.16956525540272704
21, 61, 0.16939627811690405
21, 62, 0.16901000183699677
21, 63, 0.16560140210982877
21, 64, 0.17403848755507478
21, 65, 0.28193445008612905
21, 66, 0.4371522685893173
21, 67, 0.4119708008995808
21, 68, 0.3200781602009317
21, 69, 0.1981689467187352
21, 70, 0.20201822755339027
21, 71, 0.20430806460701123
21, 72, 0.2049611859153152
21, 73, 0.20343384961710154
21, 74, 0.1986952199090235
21, 75, 0.19848618723902656
21, 76, 0.20633040457644747
21, 77, 0.40268122137461304
21, 78, 0.40222313354350603
21, 79, 0.2886972631374506
21, 80, 0.20168547464196096
21, 81, 0.2022752416111716
21, 82, 0.20298976199802787
21, 83, 0.20347562654693896
21, 84, 0.20333365308794416
21, 85, 0.20229180559293314
21, 86, 0.20249585478602694
21, 87, 0.20503843126379728
21, 88, 0.44589026393056375
21, 89, 0.3177901374090253
21, 90, 0.3993959480377999
21, 91, 0.25946939110854417
21, 92, 0.25936718806643844
21, 93, 0.25950301530470954
21, 94, 0.25887272838364705
21, 95, 0.25558462839026985
21, 96, 0.250650854744105
21, 97, 0.2634952249849881
21, 98, 0.2600866916598723
21, 99, 0.40062107142254066
21, 100, 0.4469842434792066
21, 101, 0.3314296189024918
21, 102, 0.24277877129416625
21, 103, 0.24471177014291878
21, 104, 0.24592471875730104
21, 105, 0.24704934056341066
21, 106, 0.246526298924155
21, 107, 0.24378494058241906
21, 108, 0.24412776180457985
21, 109, 0.2368929418651161
22, 0, 0.033619378119799315
22, 1, 0.03353759117692956
22, 2, 0.162890898497544
22, 3, 0.2166157145819788
22, 4, 0.22429134229336511
22, 5, 0.2678963286448266
22, 6, 0.4751820194739248
22, 7, 0.6736689305657646
22, 8, 0.5991079096735443
22, 9, 0.3163218571387134
22, 10, 0.14789882874609805
22, 11, 0.0008321896179005472
22, 12, 0.08824220030498797
22, 13, 0.15716277530370992
22, 14, 0.3906813055573515
22, 15, 0.6941015098744829
22, 16, 0.8203901016132198
22, 17, 0.8540319163048873
22, 18, 0.8071344390883873
22, 19, 0.7260838781307515
22, 20, 0.4269871897616462
22, 21, 0.35483837587763234
22, 22, 2.220446049250313e-16
22, 23, 0.07975979002385714
22, 24, 0.21582512116383223
22, 25, 0.2208285137698166
22, 26, 0.3333894340749294
22, 27, 0.5444939762319141
22, 28, 0.5402311424786934
22, 29, 0.28651377976697145
22, 30, 0.28317213441691935
22, 31, 0.21480127462888932
22, 32, 0.24705939793031584
22, 33, 0.022151085061744458
22, 34, 0.022818162143878773
22, 35, 0.21694394530600591
22, 36, 0.22073202970295658
22, 37, 0.2125079500771182
22, 38, 0.21919016576938954
22, 39, 0.30429020725678013
22, 40, 0.6746675855593114
22, 41, 0.6787661421333534
22, 42, 0.2903052098319029
22, 43, 0.4393128736805446
22, 44, 0.013618269233870217
22, 45, 0.03102256990296004
22, 46, 0.11159696199509583
22, 47, 0.17258648680885535
22, 48, 0.24712946045271633
22, 49, 0.2530528669396668
22, 50, 0.2507864895591202
22, 51, 0.2583248873773262
22, 52, 0.2553998353974948
22, 53, 0.22671094737774233
22, 54, 0.15234312826959395
22, 55, 0.0662796001754915
22, 56, 0.28251098869809343
22, 57, 0.045907175993959215
22, 58, 0.22231401143869634
22, 59, 0.2653821284211587
22, 60, 0.2612427935018702
22, 61, 0.26899003962965284
22, 62, 0.2636375629671712
22, 63, 0.260072907558185
22, 64, 0.27163362909011535
22, 65, 0.6092340246224521
22, 66, 0.018073671251015888
22, 67, 0.07322335772638444
22, 68, 0.2139125821318505
22, 69, 0.2224273154331896
22, 70, 0.23567147007769107
22, 71, 0.25575309863217244
22, 72, 0.27663478893459625
22, 73, 0.3200869757892759
22, 74, 0.3567407426562741
22, 75, 0.31087891926126376
22, 76, 0.18591774738457523
22, 77, 0.0067671194678149416
22, 78, 0.0389960144118906
22, 79, 0.1193820328239521
22, 80, 0.21114019764685432
22, 81, 0.22647311996534836
22, 82, 0.2292119861434585
22, 83, 0.23862753746521825
22, 84, 0.2666153555579357
22, 85, 0.32858528652727503
22, 86, 0.2266721248874004
22, 87, 0.14983125165623834
22, 88, 0.023537131309377957
22, 89, 0.22774981368338265
22, 90, 0.22230535351897118
22, 91, 0.2212724793718226
22, 92, 0.2352015858476697
22, 93, 0.25470027477984725
22, 94, 0.2701193256319637
22, 95, 0.2949746317247324
22, 96, 0.3441208910144016
22, 97, 0.26529428686518
22, 98, 0.11278837912091133
22, 99, 0.03610600087030502
22, 100, 0.055530942024647145
22, 101, 0.13342982800363012
22, 102, 0.19118596879068572
22, 103, 0.2282725052777348
22, 104, 0.2516295026089146
22, 105, 0.2643703264673726
22, 106, 0.30012281772059324
22, 107, 0.3626551872488376
22, 108, 0.44855080315766493
22, 109, 0.1768350545202526
23, 0, 0.09607004118587859
23, 1, 0.11121741301466415
23, 2, 0.11142117639473292
23, 3, 0.1731549218564945
23, 4, 0.21506528714961026
23, 5, 0.23761842887670892
23, 6, 0.32296159041946126
23, 7, 0.6136612743219143
23, 8, 0.5544121827177779
23, 9, 0.3121753738276013
23, 10, 0.14331057917554924
23, 11, 0.07833522980926211
23, 12, 0.0016416048836236374
23, 13, 0.02150423790261846
23, 14, 0.210682815341259
23, 15, 0.5690723684905121
23, 16, 0.7290362202004113
23, 17, 0.7818597599601667
23, 18, 0.7854979499062387
23, 19, 0.6927051625021439
23, 20, 0.4265084143156126
23, 21, 0.3543930377074965
23, 22, 0.07975979002385714
23, 23, 2.220446049250313e-16
23, 24, 0.16562755956597364
23, 25, 0.20027949621933105
23, 26, 0.21470711751666893
23, 27, 0.4974178814475322
23, 28, 0.4868952960859526
23, 29, 0.2862191032771261
23, 30, 0.2786568519722149
23, 31, 0.2145401624569817
23, 32, 0.24601734049374813
23, 33, 0.09104726427095611
23, 34, 0.09474727908751535
23, 35, 0.1873964844725583
23, 36, 0.17012121261073665
23, 37, 0.15495157416292715
23, 38, 0.16088915298459117
23, 39, 0.1761677711678632
23, 40, 0.5498659462034512
23, 41, 0.6446383975808541
23, 42, 0.2900272257198174
23, 43, 0.3797062748895208
23, 44, 0.0168354856808427
23, 45, 0.013646792425160204
23, 46, 0.07007592682993635
23, 47, 0.12078531310931895
23, 48, 0.19796083901206007
23, 49, 0.2455824016468129
23, 50, 0.25078886107358067
23, 51, 0.2582854934553114
23, 52, 0.25551439437048173
23, 53, 0.22688712425392987
23, 54, 0.15121699900861651
23, 55, 0.059901562333003366
23, 56, 0.28163021547915934
23, 57, 0.020034838911076713
23, 58, 0.16339749330976827
23, 59, 0.2605412789885613
23, 60, 0.25403772792055945
23, 61, 0.2622635198447619
23, 62, 0.2603133344030588
23, 63, 0.26005898889953705
23, 64, 0.27161270866647047
23, 65, 0.5570160131676913
23, 66, 0.017739282653354782
23, 67, 0.03912457189401086
23, 68, 0.15602601718695086
23, 69, 0.1663670561975561
23, 70, 0.23595664863918298
23, 71, 0.24906475963100627
23, 72, 0.2718028933309983
23, 73, 0.3154271413134555
23, 74, 0.3567716489727375
23, 75, 0.3107043640700706
23, 76, 0.18634231591601746
23, 77, 0.006804088237389316
23, 78, 0.015558354370940108
23, 79, 0.075269687276876
23, 80, 0.15370291471233888
23, 81, 0.22485680861101387
23, 82, 0.2231604671549754
23, 83, 0.23422675901530154
23, 84, 0.2638292741192889
23, 85, 0.32477599279971214
23, 86, 0.22295239521564303
23, 87, 0.14635090369473847
23, 88, 0.026720082935323464
23, 89, 0.20550725679337523
23, 90, 0.19357267381455256
23, 91, 0.1685177940186734
23, 92, 0.2355139002031842
23, 93, 0.24836917222172228
23, 94, 0.2637708510742651
23, 95, 0.2894428441238467
23, 96, 0.34435040241127846
23, 97, 0.26481605122374796
23, 98, 0.1127784737405294
23, 99, 0.03809818822136657
23, 100, 0.037984519069239164
23, 101, 0.08671056370188102
23, 102, 0.13598237850374706
23, 103, 0.2142725786286953
23, 104, 0.24420308231445842
23, 105, 0.25881010305586416
23, 106, 0.2961352088026443
23, 107, 0.3632609039908692
23, 108, 0.44338979327216177
23, 109, 0.1715007788597619
24, 0, 0.14285555098175529
24, 1, 0.16218554764764304
24, 2, 0.05688683927455784
24, 3, 0.07298758384805881
24, 4, 0.06505084720701848
24, 5, 0.1306866815307045
24, 6, 0.32779092916897845
24, 7, 0.6007766292108226
24, 8, 0.38123435976298137
24, 9, 0.17530719121324412
24, 10, 0.12604764820402403
24, 11, 0.07382527014258744
24, 12, 0.0010344120741808682
24, 13, 0.023963036693591233
24, 14, 0.21620543292016992
24, 15, 0.5731945143708419
24, 16, 0.731926026675704
24, 17, 0.7789107601564286
24, 18, 0.706305142440754
24, 19, 0.5618691262458275
24, 20, 0.20609743726409746
24, 21, 0.18628230494262887
24, 22, 0.16362988114949317
24, 23, 0.16562755956597364
24, 24, 2.220446049250313e-16
24, 25, 0.008518059687691926
24, 26, 0.16114507877811035
24, 27, 0.49166459233118254
24, 28, 0.27048892954864534
24, 29, 0.1689967517142309
24, 30, 0.17190512344868203
24, 31, 0.1778812910750024
24, 32, 0.17262833251258025
24, 33, 0.14050573492288254
24, 34, 0.14661124850267815
24, 35, 0.09521324898543104
24, 36, 0.0621908901536814
24, 37, 0.022905928084888116
24, 38, 0.02296131656649092
24, 39, 0.12966940848258746
24, 40, 0.5541744861434148
24, 41, 0.5159973308435384
24, 42, 0.17041506759549152
24, 43, 0.18428439063226154
24, 44, 0.1729514599627383
24, 45, 0.15332529495956315
24, 46, 0.03670934412051752
24, 47, 0.014288205307772639
24, 48, 0.01442057818199638
24, 49, 0.024473613948669204
24, 50, 0.06007893412778664
24, 51, 0.09379623357701139
24, 52, 0.12239943035893397
24, 53, 0.1458576264575614
24, 54, 0.13680435165107385
24, 55, 0.22921656099282628
24, 56, 0.15169206285276826
24, 57, 0.19698197129080974
24, 58, 0.01783077994716853
24, 59, 0.029663699567869517
24, 60, 0.03714229018057136
24, 61, 0.032451924824816625
24, 62, 0.048495841934476536
24, 63, 0.0843930880276963
24, 64, 0.14216939156773079
24, 65, 0.33660640992505986
24, 66, 0.1595817954381462
24, 67, 0.18201931086891576
24, 68, 0.041198801011710584
24, 69, 0.017961322192919238
24, 70, 0.017957027622312993
24, 71, 0.03235067436039618
24, 72, 0.06225822937240877
24, 73, 0.09959721591987758
24, 74, 0.14684329214893943
24, 75, 0.1678699081616516
24, 76, 0.14757676764950045
24, 77, 0.18983868380933544
24, 78, 0.09280470137041519
24, 79, 0.02704828412592608
24, 80, 0.006786363501449677
24, 81, 0.010495345790567656
24, 82, 0.03607501470352159
24, 83, 0.06564990498269074
24, 84, 0.11946710951123318
24, 85, 0.15961914983217895
24, 86, 0.17566166303629693
24, 87, 0.13107264848408184
24, 88, 0.13888414085471823
24, 89, 0.14694927839810634
24, 90, 0.09300021881714138
24, 91, 0.0242838420496736
24, 92, 0.023043200241630424
24, 93, 0.027274413815735588
24, 94, 0.042578379527751564
24, 95, 0.06969620904484575
24, 96, 0.13515194410279008
24, 97, 0.16997727189646283
24, 98, 0.10510024105778337
24, 99, 0.18843989074311351
24, 100, 0.15713811853226156
24, 101, 0.04715206885529721
24, 102, 0.03827097254191458
24, 103, 0.0384501831986338
24, 104, 0.03850961239160755
24, 105, 0.05237270063944388
24, 106, 0.10438119639173948
24, 107, 0.15278568148987137
24, 108, 0.17429422679908746
24, 109, 0.1684318958685389
25, 0, 0.14288945104047668
25, 1, 0.16224181136293236
25, 2, 0.07553988052492855
25, 3, 0.08630142963588983
25, 4, 0.05366138459182901
25, 5, 0.0987308098281634
25, 6, 0.29502147339574303
25, 7, 0.593931692928124
25, 8, 0.3669855517983194
25, 9, 0.14628170574815336
25, 10, 0.12578588215715947
25, 11, 0.11724701631409129
25, 12, 0.014368953295926135
25, 13, 0.011849606671204382
25, 14, 0.17667095451555903
25, 15, 0.5476600435320478
25, 16, 0.7172456288002718
25, 17, 0.7662334344885352
25, 18, 0.6981418189304472
25, 19, 0.5487659379141131
25, 20, 0.17909025823079683
25, 21, 0.15795792832703792
25, 22, 0.16367917835235613
25, 23, 0.20027949621933105
25, 24, 0.008518059687691926
25, 25, 2.220446049250313e-16
25, 26, 0.11852804311580623
25, 27, 0.4648387198888637
25, 28, 0.25238995108217155
25, 29, 0.13998688558334238
25, 30, 0.1424622449419526
25, 31, 0.15394820773026208
25, 32, 0.14313765924742872
25, 33, 0.14053592240856294
25, 34, 0.14665112805588887
25, 35, 0.12287517421140504
25, 36, 0.06546282466971143
25, 37, 0.02277894286745541
25, 38, 0.02282843765848952
25, 39, 0.08680802567444168
25, 40, 0.5240494090892445
25, 41, 0.504781038911293
25, 42, 0.14148163489354604
25, 43, 0.15550893640564578
25, 44, 0.1730733097027799
25, 45, 0.18750419100570226
25, 46, 0.05456831852558819
25, 47, 0.022679633582920466
25, 48, 0.014783722602403016
25, 49, 0.015073418090253643
25, 50, 0.040329689451177986
25, 51, 0.06961371253274029
25, 52, 0.09571861693838091
25, 53, 0.11772669689863113
25, 54, 0.1353861725226282
25, 55, 0.2376260856884025
25, 56, 0.15175958629803654
25, 57, 0.19707493204611515
25, 58, 0.03027359394818485
25, 59, 0.01776517595329452
25, 60, 0.021861137459648572
25, 61, 0.018221453489205897
25, 62, 0.030998011075202836
25, 63, 0.06141403957300051
25, 64, 0.11452281597155323
25, 65, 0.3152457481182642
25, 66, 0.19439117005404982
25, 67, 0.20141178828110096
25, 68, 0.06141160603193707
25, 69, 0.017931519025490505
25, 70, 0.01792668257540586
25, 71, 0.017982198558391782
25, 72, 0.04243477782682181
25, 73, 0.07626026860143453
25, 74, 0.12038423041502877
25, 75, 0.13869407475912499
25, 76, 0.12724821864258118
25, 77, 0.19392957175774617
25, 78, 0.12118697060397887
25, 79, 0.04386014688600359
25, 80, 0.0067400626655198526
25, 81, 0.006747901560578917
25, 82, 0.02083504911625289
25, 83, 0.04512454390188536
25, 84, 0.09373166247288223
25, 85, 0.13445300032547314
25, 86, 0.1462876396444286
25, 87, 0.12994057366234557
25, 88, 0.15318753403397467
25, 89, 0.14701783669880164
25, 90, 0.12130400051550227
25, 91, 0.02518087952953929
25, 92, 0.02391232997494319
25, 93, 0.023500646837084083
25, 94, 0.026262809755694616
25, 95, 0.049546328851610144
25, 96, 0.10928164331884549
25, 97, 0.14104858007624732
25, 98, 0.1054248186471719
25, 99, 0.19359484205082278
25, 100, 0.19184583653139609
25, 101, 0.06853820836853086
25, 102, 0.038277149116523135
25, 103, 0.03844068767238851
25, 104, 0.038488984331272125
25, 105, 0.03856313653229315
25, 106, 0.0800979979952936
25, 107, 0.12639306204817757
25, 108, 0.1503864398673821
25, 109, 0.16943446945590035
26, 0, 0.1428697764641499
26, 1, 0.16225003747181477
26, 2, 0.17589758367882136
26, 3, 0.18821723409099245
26, 4, 0.19597050320985
26, 5, 0.07368667190526468
26, 6, 0.07924000134953724
26, 7, 0.3123198257322246
26, 8, 0.36311036393822527
26, 9, 0.1352540610750611
26, 10, 0.12509469732249967
26, 11, 0.15745367100678354
26, 12, 0.17856278952216664
26, 13, 0.15907062977589137
26, 14, 0.0194398784994696
26, 15, 0.2755625285304163
26, 16, 0.4662796612806377
26, 17, 0.5352195848283773
26, 18, 0.5558311702581767
26, 19, 0.544934624703713
26, 20, 0.16936010151836722
26, 21, 0.14738939160816655
26, 22, 0.16368958658006028
26, 23, 0.2018090819106031
26, 24, 0.16114507877811035
26, 25, 0.11852804311580623
26, 26, 2.220446049250313e-16
26, 27, 0.18858867449946948
26, 28, 0.2468367671386803
26, 29, 0.12898201729741499
26, 30, 0.13117238371175588
26, 31, 0.1442144769125887
26, 32, 0.13178740559007274
26, 33, 0.1423865373970633
26, 34, 0.14663312756495395
26, 35, 0.16839759501363083
26, 36, 0.2223441325434733
26, 37, 0.17864820523322744
26, 38, 0.17048730677117652
26, 39, 0.022897642713306854
26, 40, 0.2403214765373597
26, 41, 0.5018826168837858
26, 42, 0.1305617799187897
26, 43, 0.14435609798173477
26, 44, 0.17305956133966338
26, 45, 0.20193583551357752
26, 46, 0.06298594733915219
26, 47, 0.02780601838836705
26, 48, 0.014897716178102538
26, 49, 0.015106349105307615
26, 50, 0.033463317858438146
26, 51, 0.06080307613629732
26, 52, 0.08572729523308342
26, 53, 0.1069228273501186
26, 54, 0.13456349405173695
26, 55, 0.23765963932404888
26, 56, 0.15173980866513848
26, 57, 0.19709366411643892
26, 58, 0.03666513744291544
26, 59, 0.01773894976676671
26, 60, 0.018131551650806932
26, 61, 0.018172792594370546
26, 62, 0.025182688002621134
26, 63, 0.05317183288219551
26, 64, 0.10419728521363314
26, 65, 0.3081632240272135
26, 66, 0.20898677310497715
26, 67, 0.20145480509358193
26, 68, 0.07066048412233106
26, 69, 0.017965280757949786
26, 70, 0.017960374374123678
26, 71, 0.017882737140407223
26, 72, 0.035632916959047356
26, 73, 0.06799688406914539
26, 74, 0.11072662342518891
26, 75, 0.1275286390770528
26, 76, 0.12725336845057456
26, 77, 0.19396541835461556
26, 78, 0.1334477775007934
26, 79, 0.051775714892237534
26, 80, 0.008290692915696396
26, 81, 0.0067787397206838795
26, 82, 0.01581379639815561
26, 83, 0.03785040404159201
26, 84, 0.08414479770613781
26, 85, 0.1252484303782745
26, 86, 0.1348299390355573
26, 87, 0.12911208995893952
26, 88, 0.1667547661118427
26, 89, 0.14698660174946787
26, 90, 0.13353459377951615
26, 91, 0.025327068094979976
26, 92, 0.02405372796849814
26, 93, 0.02364016367096744
26, 94, 0.023532181141195596
26, 95, 0.04265070702885054
26, 96, 0.0998799205746228
26, 97, 0.12998048510904492
26, 98, 0.10539968658378085
26, 99, 0.1936321939225698
26, 100, 0.20643241727206696
26, 101, 0.07820387371721882
26, 102, 0.03694635226005094
26, 103, 0.03709811675708585
26, 104, 0.03714402654727056
26, 105, 0.037218763820739076
26, 106, 0.07132930768216617
26, 107, 0.1168201628151685
26, 108, 0.14214923968527737
26, 109, 0.16958691557335748
27, 0, 0.14285799254039322
27, 1, 0.1622591570590377
27, 2, 0.17587211067877995
27, 3, 0.18837790385524744
27, 4, 0.29257966932377677
27, 5, 0.3914066483345835
27, 6, 0.12897584461012446
27, 7, 0.043189618683131537
27, 8, 0.1938419412655511
27, 9, 0.1226662680535473
27, 10, 0.12355001753292327
27, 11, 0.1579377187950668
27, 12, 0.3058101820331399
27, 13, 0.3952277838249748
27, 14, 0.25255368341737605
27, 15, 0.10699606350702429
27, 16, 0.2014148440641117
27, 17, 0.2386659485738828
27, 18, 0.2598991878933923
27, 19, 0.22810859778400816
27, 20, 0.15900480061054723
27, 21, 0.13554380763183915
27, 22, 0.1637000358399605
27, 23, 0.2939542669675853
27, 24, 0.28953328772340503
27, 25, 0.32482273079673085
27, 26, 0.18858867449946948
27, 27, 2.220446049250313e-16
27, 28, 0.24255898417869326
27, 29, 0.11636190507880473
27, 30, 0.1180316761538206
27, 31, 0.13221935411538377
27, 32, 0.1184666177891035
27, 33, 0.14235990815049981
27, 34, 0.14662520024197112
27, 35, 0.1694592748905177
27, 36, 0.27506856256698153
27, 37, 0.2542519797967775
27, 38, 0.27471401832197406
27, 39, 0.2725767679465402
27, 40, 0.06386796108490023
27, 41, 0.15245932411179863
27, 42, 0.11809509622507897
27, 43, 0.13527033615427453
27, 44, 0.17305155687315588
27, 45, 0.21977958060151948
27, 46, 0.07416265937980993
27, 47, 0.03521210900006755
27, 48, 0.014948292959034215
27, 49, 0.015135003921647794
27, 50, 0.026111363884864458
27, 51, 0.051000289772474616
27, 52, 0.07438775218446647
27, 53, 0.09431439866581326
27, 54, 0.13309694803080796
27, 55, 0.23764517693473808
27, 56, 0.1517284190845869
27, 57, 0.19711082876036823
27, 58, 0.045553625170938306
27, 59, 0.017739362748709686
27, 60, 0.018132088993870532
27, 61, 0.018173470138729053
27, 62, 0.019425830232870034
27, 63, 0.04409781170098892
27, 64, 0.095682575282248
27, 65, 0.30172930851593927
27, 66, 0.21573234567784383
27, 67, 0.20148704020251373
