# Model output (x mu nu), grid of 25x25=625 pts
# Model parameter values (kernel.variance kernel.lengthscale kernel_1.variance kernel_1.lengthscale kernel_2.variance kernel_2.lengthscale kernel_3.variance kernel_3.lengthscale kernel_4.variance kernel_4.lengthscale kernel_5.variance kernel_5.lengthscale kernel_6.variance kernel_6.lengthscale kernel_7.variance kernel_7.lengthscale noise.variance): (array(1359.54595526), array(7.28811455), array(1.), array(94.3769788), array(1.), array(135.30227704), array(1.), array(26.18207696), array(1.), array(26.3931279), array(1.), array(1285.92943617), array(1.), array(1244.45067523), array(1.), array(1139.18021772), array(1.e-12))
    5.00000000e-01    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025489e+08     9.33755761e+00
    6.66666667e-01    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025490e+08     9.12551412e+00
    8.33333333e-01    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025491e+08     8.93339985e+00
    1.00000000e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025491e+08     8.76120559e+00
    1.16666667e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025492e+08     8.60880700e+00
    1.33333333e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025492e+08     8.47597093e+00
    1.50000000e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025492e+08     8.36236565e+00
    1.66666667e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025493e+08     8.26757500e+00
    1.83333333e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025493e+08     8.19111561e+00
    2.00000000e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025494e+08     8.13245664e+00
    2.16666667e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025494e+08     8.09104087e+00
    2.33333333e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025494e+08     8.06630612e+00
    2.50000000e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025495e+08     8.05770587e+00
    2.66666667e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025495e+08     8.06472805e+00
    2.83333333e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025495e+08     8.08691115e+00
    3.00000000e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025495e+08     8.12385698e+00
    3.16666667e+00    -1.41000000e+01     1.97400000e+01     1.71452986e+02     5.39667892e+00    -1.80000000e+02    -1.80000000e+02     1.80000000e+02    -1.74025495e+08     8.17523968e+00
