# Convergence measures by iteration (iter npts dx_glmin abs(dmu_glmin)/yrange)
  1.0000000000E+00  1.1000000000E+01  1.9580541849E+01  2.2651299979E-02
  2.0000000000E+00  1.2000000000E+01  1.4415963581E+01  2.0240603685E-02
  3.0000000000E+00  1.3000000000E+01  7.3921138695E-01  1.8349848614E-03
  4.0000000000E+00  1.4000000000E+01  8.3686543751E+00  1.3306483919E-02
  5.0000000000E+00  1.5000000000E+01  7.8074797465E+00  7.3387878856E-03
  6.0000000000E+00  1.6000000000E+01  1.0394854692E+01  4.9109140004E-03
  7.0000000000E+00  1.7000000000E+01  3.8562348920E+00  2.8276414937E-03
  8.0000000000E+00  1.8000000000E+01  9.0864023695E+00  1.1699759367E-03
  9.0000000000E+00  1.9000000000E+01  1.1275219751E+01  2.6605334432E-03
  1.0000000000E+01  2.0000000000E+01  1.0089080430E+01  4.3422584500E-03
  1.1000000000E+01  2.1000000000E+01  1.2453801418E+01  6.1981680445E-03
  1.2000000000E+01  2.2000000000E+01  4.7957300655E+00  4.0713302964E-03
  1.3000000000E+01  2.3000000000E+01  5.2920970841E+00  5.3794908823E-03
  1.4000000000E+01  2.4000000000E+01  2.6111493666E+00  2.3927776162E-03
  1.5000000000E+01  2.5000000000E+01  4.3401606916E+00  3.9601135388E-03
  1.6000000000E+01  2.6000000000E+01  2.3863412695E+00  1.4111567328E-03
  1.7000000000E+01  2.7000000000E+01  4.0613127715E+00  1.4574703468E-03
  1.8000000000E+01  2.8000000000E+01  5.4416374638E-01  3.0879967444E-04
  1.9000000000E+01  2.9000000000E+01  9.5226092148E+00  2.2541425490E-03
  2.0000000000E+01  3.0000000000E+01  1.6167678840E-01  2.2645017404E-04
  2.1000000000E+01  3.1000000000E+01  9.1724699022E+00  7.6966129892E-03
  2.2000000000E+01  3.2000000000E+01  2.3281733757E+01  3.6091681134E-03
  2.3000000000E+01  3.3000000000E+01  1.3702523154E+01  2.1963317945E-03
  2.4000000000E+01  3.4000000000E+01  2.9392995571E+00  7.4649150103E-05
  2.5000000000E+01  3.5000000000E+01  2.1915525330E+01  7.7896543182E-04
  2.6000000000E+01  3.6000000000E+01  1.7534335110E+01  3.2809014962E-04
  2.7000000000E+01  3.7000000000E+01  8.5340000362E+00  2.7443647153E-03
  2.8000000000E+01  3.8000000000E+01  8.4483852223E-01  6.9648092594E-06
  2.9000000000E+01  3.9000000000E+01  1.3038831251E+01  2.0189487183E-02
  3.0000000000E+01  4.0000000000E+01  1.6826816335E+00  9.3164175153E-04
  3.1000000000E+01  4.1000000000E+01  2.0557247683E+01  1.7115491548E-02
  3.2000000000E+01  4.2000000000E+01  1.6803683801E+01  1.4086825094E-02
  3.3000000000E+01  4.3000000000E+01  2.3016376446E+00  3.8030958095E-04
  3.4000000000E+01  4.4000000000E+01  3.0498599586E+00  2.2791120855E-05
  3.5000000000E+01  4.5000000000E+01  2.6459361070E+00  9.8129356444E-05
  3.6000000000E+01  4.6000000000E+01  2.2418739027E+00  2.8650709236E-03
  3.7000000000E+01  4.7000000000E+01  1.0861275877E+00  2.5023270428E-05
  3.8000000000E+01  4.8000000000E+01  5.4552524844E+00  1.3088192334E-03
  3.9000000000E+01  4.9000000000E+01  2.1883773697E+01  1.5782122104E-02
  4.0000000000E+01  5.0000000000E+01  1.4623122292E+00  1.4789990911E-03
