z_from_surf x_from_center y_from_center angle_frag1 angle_frag2 alpha beta gamma energy_surrogate
1.5 7.049999999999999 9.87 90.0 -90.0 -90.0 90.0 -90.0 -174025207.95334476
2.0 -3.5250000000000004 4.934999999999999 135.0 -45.0 -135.0 -45.0 135.0 -174025479.3200261
1.0 3.5250000000000004 -4.934999999999999 -135.0 -135.0 -45.0 45.0 45.0 -174025473.98208848
1.25 -5.2875 17.272499999999997 -22.5 22.5 -67.5 -22.5 157.5 -174025480.69315553
2.266231834592078 0.245957003722579 1.630975174880193 -6.124048182072513 18.41981216183978 38.11096730182688 37.38155306658452 -18.622398828353937 -174025486.1823913
2.905848971168596 0.2351289838870416 -1.1959255587504554 -0.4045853483819455 52.76446845208603 0.2453570478473188 10.84378016801936 -34.91817831281742 -174025478.61370146
1.4351913827546054 -0.8777591146952706 8.828445746306391 161.16991757989229 -33.892946095787394 -157.33472695874386 -20.93465458812634 101.0830080240289 -174025484.641765
1.2531773593828632 -5.332046113680771 8.261508733211533 126.88983742633371 18.31091356603186 -145.71022279157626 10.63463501802537 125.32711639348008 -174025471.69398046
1.8854547797151449 2.8499409055205263 5.895898013941043 -6.731966518207186 66.92087305983947 -41.05390194057652 24.82519674929281 3.151554947405712 -174025447.83857644
2.184264460330448 -4.836457618146282 2.71811717898642 42.52667892823103 9.028176335549636 23.950443636859596 -10.501908231322108 -55.809769052708766 -174025484.0622649
3.0175687610556112 -6.094262098963988 -1.1292442871472324 -18.35805894619998 -36.20141138727004 7.515613046620485 54.59545234059793 -46.50653526800387 -174025485.1196114
2.078798503812522 -8.741443354720127 6.968643830575106 -4.804387994561559 -24.894243298737607 30.440177860930703 30.503963106696943 47.69796569427299 -174025485.7537174
2.702974988444484 -6.27962903121874 17.039802967566295 56.18001093705068 2.336204421914551 -0.6365559088560172 -94.18211960810274 51.16355002957839 -174025473.5093056
2.8314028877036983 -12.651709711076451 19.024720469311315 -99.47109540876714 -44.5326517656754 -91.4998204345866 -25.111943327562138 10.44482290580613 -174025414.58132496
2.0283561983637406 -3.777879011304904 3.5259670847067537 -9.796022201853104 -155.20545304026265 130.8767614273093 14.108950154481478 -13.098107025808712 -174025485.8684191
2.345284155992687 -7.287000792634659 18.5961607503461 -14.373234106083563 -105.032207873477 13.547482452361276 -117.81099947300808 -180.0 -174025428.13757968
1.9736190189762717 1.704818459729896 -3.1400830125939305 106.7780097019431 -88.06744654427068 180.0 56.51571211137852 51.97213881555266 -174025292.32866478
3.000233421162537 -3.3659809275923376 10.596628179805608 -8.476610277751405 -113.72488397284496 57.97923155869478 57.13211999471368 -59.39935818140077 -174025451.29122517
1.3854490555312216 -4.5132352965292135 9.269957087291498 -26.67967947592838 -72.68567267619561 51.5061899232958 -56.78839949004997 -8.288257802515918 -174025409.47792998
2.4807146906237283 -8.784075231372883 -0.1353354409747388 21.029006166808287 -111.11961761638253 -47.7978847881022 1.1372356565613368 15.998005033344846 -174025440.5577779
2.608978062539808 1.9588907140818432 -3.553297069339591 -30.74123595654368 -135.42552716588082 70.40825785769681 76.47048347344455 -29.82313642123588 -174025482.77036408
