41, 57.629911838737215, 33.27264511346933
204, 52.93056458873332, 30.559475713664057
4, 26.40241757343197, 15.243442893277853
1, 12.448895938015664, 7.187373420926982
37, 10.029769152872461, 5.7906899203207205
481, 9.20478814679897, 5.314386914387862
414, 8.497219605657904, 4.9058720266899565
242, 7.485742277006486, 4.321895318713858
138, 6.589674441823043, 3.804550312858531
68, 6.48630902497337, 3.7448722616154746
248, 6.140484105998567, 3.5452101515528915
40, 6.086257892385254, 3.5139026325261113
535, 6.036035553947551, 3.4849067519097705
92, 5.917923507182026, 3.416714729915157
402, 5.892612735923441, 3.402101549315616
165, 5.838195473350772, 3.370683728120723
186, 5.786571882122722, 3.3408788338286732
251, 5.6682012394206, 3.272537511400454
176, 5.666670723637578, 3.2716538677011275
152, 5.493346851122347, 3.1715852832474702
236, 5.477128683368576, 3.1622217197290685
441, 5.469526093745313, 3.1578323625635387
410, 5.372756487166635, 3.101962404155965
210, 4.921562513427257, 2.841465441960798
513, 4.793546220552863, 2.767555200809109
115, 4.775396079851852, 2.7570762121895505
113, 4.774594485716827, 2.756613411599913
381, 4.705760338573221, 2.7168719982171137
529, 4.649567931617674, 2.6844292969349155
112, 4.596019442796291, 2.6535130624991927
528, 4.589421793443645, 2.6497039078694233
422, 4.575495177396345, 2.641663372345614
401, 4.56056635334389, 2.633044211760245
259, 4.520756578803106, 2.6100600277127453
519, 4.470820078848752, 2.581229176021711
119, 4.462650135503767, 2.57651225703222
419, 4.39511713239238, 2.5375220595066765
440, 4.37020001860369, 2.523136157153348
561, 4.334047019799676, 2.502263213561838
582, 4.329964831276394, 2.499906360919039
106, 4.294911002515689, 2.4796680234479185
203, 4.285065852180199, 2.473983923251511
573, 4.258013309095727, 2.4583651302194274
533, 4.243390647874737, 2.4499227328272197
63, 4.125376558765573, 2.3817872667118754
523, 4.09249297553109, 2.3628019210795275
27, 4.036744387274078, 2.3306154586424
187, 4.014147814289957, 2.3175693211472543
445, 4.006666382147476, 2.3132499142858696
515, 3.978103045622243, 2.296758864254072
544, 3.9637255021966658, 2.2884579856870295
499, 3.93375650145601, 2.271155375042068
199, 3.9193754021590763, 2.2628524434917408
392, 3.91206796643374, 2.258633493508632
389, 3.906040119486453, 2.2551533144509817
62, 3.9007467006834724, 2.2520971576801476
258, 3.8774501955461056, 2.2386469141679113
451, 3.850589126159797, 2.223138668527005
488, 3.8426490721921205, 2.2185544762313865
571, 3.830479246532856, 2.2115282241110195
317, 3.8135480658480563, 2.2017530023849523
568, 3.7552850508710023, 2.168114835004151
297, 3.7459563140502388, 2.1627288862894836
534, 3.7306099949246816, 2.1538686848112736
364, 3.726091999789756, 2.1512602191039267
65, 3.678332126695168, 2.123686043516304
191, 3.678007574178087, 2.123498663033201
67, 3.6762569532843536, 2.1224879415889553
235, 3.6704526921159926, 2.119136849840955
384, 3.657170162610087, 2.111468177855201
221, 3.655193259051845, 2.1103268120536884
548, 3.654494897070735, 2.1099236125759027
395, 3.6468280131366377, 2.105497135072706
296, 3.64627764242966, 2.1051793783968784
502, 3.6301685258691507, 2.095878775614261
358, 3.599858534767485, 2.0783792940925796
386, 3.5884417196504725, 2.071787792811484
527, 3.575967579192224, 2.064585844460005
15, 3.5422415949013963, 2.0451141383510105
142, 3.5407206370351636, 2.044236012917515
432, 3.5352108055530644, 2.0410549102281355
133, 3.513421599901377, 2.0284749064797056
230, 3.5111034861334467, 2.027136542871779
489, 3.50988550567087, 2.026433341523843
426, 3.5000447356573225, 2.0207517703074878
