# Acquisition function (x af), grid of 25x25=625 pts
    5.00000000e-01    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.73930679e+03
    6.66666667e-01    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.73639774e+03
    8.33333333e-01    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.73339531e+03
    1.00000000e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.73040170e+03
    1.16666667e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72753779e+03
    1.33333333e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72493571e+03
    1.50000000e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72272857e+03
    1.66666667e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72103837e+03
    1.83333333e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.71996362e+03
    2.00000000e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.71956868e+03
    2.16666667e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.71987641e+03
    2.33333333e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72086561e+03
    2.50000000e+00    -1.41000000e+01    -1.56237700e+00     1.25540174e+01     1.22232586e+02    -6.98727102e+01     4.79364122e+01     2.93785091e+01    -2.72247364e+03
