# Model output (x mu nu), grid of 25x25=625 pts
# Model parameter values (kernel.variance kernel.lengthscale kernel_1.variance kernel_1.lengthscale kernel_2.variance kernel_2.lengthscale kernel_3.variance kernel_3.lengthscale kernel_4.variance kernel_4.lengthscale kernel_5.variance kernel_5.lengthscale kernel_6.variance kernel_6.lengthscale kernel_7.variance kernel_7.lengthscale noise.variance): (array(9532.11113352), array(1.48727497), array(1.), array(7.03523161), array(1.), array(11.88574723), array(1.), array(72.10980665), array(1.), array(68.04791841), array(1.), array(83.73529857), array(1.), array(65.65807524), array(1.), array(93.21367673), array(1.e-12))
    5.00000000e-01    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.29115186e+03     9.57726269e+01
    6.66666667e-01    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.29038505e+03     9.53542591e+01
    8.33333333e-01    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28967228e+03     9.48998274e+01
    1.00000000e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28904179e+03     9.44230848e+01
    1.16666667e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28852124e+03     9.39417147e+01
    1.33333333e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28813603e+03     9.34762443e+01
    1.50000000e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28790762e+03     9.30484293e+01
    1.66666667e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28785205e+03     9.26792828e+01
    1.83333333e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28797862e+03     9.23870206e+01
    2.00000000e+00    -1.41000000e+01     1.99939117e+00     4.64283746e+00     8.75879972e+00    -3.21895979e+01     9.36697613e+00     5.91124497e+01    -2.28828908e+03     9.21852491e+01
