id energy_found_select energy_found_distort energy_found_both
481 -174025440.24012393 -174025452.8988566 -174025458.1454023
482 -174025465.90972498 -174025466.90886185 -174025467.68340814
483 -174025468.2265133 -174025473.95350724 -174025473.28750896
484 -174025475.38113824 -174025476.4578681 -174025475.7554266
485 -174025471.85975268 -174025472.90702495 -174025472.4154908
486 -174025463.70813674 -174025469.5665215 -174025469.4678742
487 -174025472.3983104 -174025471.66589543 -174025472.74792898
488 -174025463.5378289 -174025470.36952323 -174025470.0022528
489 -174025466.30951244 -174025472.67431322 -174025472.05606416
490 -174025463.31163996 -174025467.43407017 -174025467.9653731
491 -174025471.43957216 -174025472.35735506 -174025472.95075524
492 -174025473.1983083 -174025472.49635485 -174025474.24867156
493 -174025476.26844302 -174025477.36579433 -174025477.08867356
494 -174025471.046311 -174025475.49842954 -174025474.46152434
495 -174025476.45139366 -174025477.95006928 -174025477.49108762
496 -174025484.9904256 -174025484.79238576 -174025484.71949154
497 -174025476.0181712 -174025478.86621937 -174025477.45393455
498 -174025464.5857796 -174025469.31888565 -174025469.48420992
499 -174025462.35250974 -174025469.37214348 -174025468.9391557
500 -174025468.9467601 -174025471.31160265 -174025471.15355718
501 -174025460.973625 -174025466.73515522 -174025466.893038
502 -174025455.95828104 -174025462.18465918 -174025462.30543548
503 -174025464.9227425 -174025469.27621615 -174025469.0961953
504 -174025462.69617927 -174025467.17102566 -174025467.2925725
505 -174025484.3767174 -174025485.8520674 -174025483.90622258
506 -174025466.54911208 -174025467.77079803 -174025467.8797774
507 -174025466.60441503 -174025471.94681078 -174025471.5635064
508 -174025464.960366 -174025467.33964777 -174025468.01896793
509 -174025471.7123971 -174025472.68396607 -174025473.3557261
510 -174025467.0534096 -174025471.5588609 -174025471.04646978
511 -174025468.37505227 -174025468.50478718 -174025469.33057007
512 -174025486.71108145 -174025487.32722116 -174025486.31490847
513 -174025458.75626147 -174025467.21414155 -174025466.8944795
514 -174025467.5116495 -174025472.36188355 -174025471.67801586
515 -174025460.53306383 -174025466.5402013 -174025468.05455643
516 -174025470.9170034 -174025475.16187677 -174025474.06265238
517 -174025468.81423697 -174025471.77372593 -174025471.7207375
518 -174025477.53149533 -174025480.6320285 -174025479.28364074
519 -174025458.64626226 -174025466.6621584 -174025466.08550066
520 -174025473.85904258 -174025475.7040439 -174025475.2754812
521 -174025465.23980045 -174025468.13720566 -174025468.4177849
522 -174025464.22695208 -174025469.20812562 -174025469.5501025
523 -174025458.43244898 -174025465.33764005 -174025465.69086224
524 -174025474.92653257 -174025476.013983 -174025475.3791986
525 -174025474.46038544 -174025476.75736472 -174025475.5543043
526 -174025463.36478242 -174025466.441639 -174025467.32532397
527 -174025460.0779816 -174025466.11871168 -174025466.41419002
528 -174025456.831394 -174025464.69268423 -174025464.86550885
529 -174025458.70758784 -174025467.1390534 -174025466.3201187
530 -174025470.70772982 -174025472.8164715 -174025472.28633854
531 -174025473.49320823 -174025473.7286623 -174025474.13818666
532 -174025465.56004155 -174025471.03251567 -174025470.4775568
533 -174025455.0185456 -174025462.13497075 -174025462.58131337
534 -174025460.54937685 -174025466.9470139 -174025467.07310632
535 -174025446.71211058 -174025457.15692672 -174025457.17670688
536 -174025474.90953833 -174025474.76406 -174025474.75737628
537 -174025487.42657092 -174025488.38705188 -174025486.8294101
538 -174025463.5933723 -174025466.74323627 -174025467.54643542
539 -174025472.49046576 -174025474.9807035 -174025474.9174716
540 -174025467.76873186 -174025471.8569371 -174025472.09466103
541 -174025473.32976443 -174025477.58853653 -174025476.62210307
542 -174025464.0590168 -174025466.23364633 -174025468.26259512
543 -174025468.93514562 -174025472.86836064 -174025471.9540283
544 -174025464.273939 -174025471.43672562 -174025470.79713884
545 -174025475.1212603 -174025477.97794765 -174025476.57529888
546 -174025486.51559654 -174025487.51026845 -174025484.83366665
547 -174025471.71473372 -174025475.91725707 -174025475.0071915
548 -174025463.50820267 -174025469.929952 -174025469.7417997
549 -174025465.5054152 -174025468.2270069 -174025469.1738659
550 -174025471.91706225 -174025475.86439723 -174025474.53413343
551 -174025460.83973932 -174025464.29011393 -174025465.81636187
552 -174025470.22688654 -174025473.6236896 -174025472.8763177
553 -174025471.36090508 -174025472.55014193 -174025472.6743074
554 -174025461.8364387 -174025466.13144198 -174025466.97029164
555 -174025472.4681349 -174025475.65799668 -174025474.6005813
556 -174025472.13311833 -174025472.8340908 -174025473.5275719
557 -174025476.3580054 -174025475.55702072 -174025476.33889568
558 -174025479.22736067 -174025481.34962764 -174025479.94529465
559 -174025468.2033004 -174025472.00924805 -174025471.5133707
560 -174025476.4379446 -174025478.2902422 -174025477.3697159
561 -174025456.3421961 -174025462.86809102 -174025464.54593423
562 -174025478.49388224 -174025480.90046212 -174025479.29364154
563 -174025465.91839525 -174025471.2317418 -174025470.39532867
564 -174025464.33969682 -174025469.4122958 -174025469.46913278
565 -174025465.92705762 -174025469.68775806 -174025470.22087422
566 -174025467.09378976 -174025472.68204707 -174025471.57203662
567 -174025464.63065192 -174025469.40963218 -174025469.66660187
568 -174025461.64324155 -174025468.3881319 -174025467.8768645
569 -174025462.93942925 -174025467.26892698 -174025468.15537897
570 -174025476.38247108 -174025476.49421212 -174025476.59053916
571 -174025457.1724977 -174025463.852754 -174025463.7604475
572 -174025473.82386798 -174025475.71339878 -174025475.01571992
573 -174025459.6020801 -174025467.27649996 -174025466.63608405
574 -174025470.97348395 -174025474.55484542 -174025474.82559434
575 -174025470.0467192 -174025471.56530032 -174025472.35466087
576 -174025472.43936223 -174025475.23579475 -174025474.16836333
577 -174025476.12201813 -174025476.36929497 -174025476.08442444
578 -174025472.58435404 -174025473.01905245 -174025473.52157634
579 -174025465.42852154 -174025467.7388942 -174025468.6618646
580 -174025464.99149755 -174025470.26196223 -174025469.40269482
581 -174025461.60296524 -174025465.7950431 -174025466.59097636
582 -174025460.29014146 -174025467.7790532 -174025467.80062136
583 -174025477.09046498 -174025480.0087849 -174025478.65394345
584 -174025462.1704654 -174025467.86930272 -174025467.9736679
585 -174025470.54375607 -174025474.0280276 -174025473.30656955
586 -174025475.6390125 -174025475.69150192 -174025475.45313948
587 -174025474.17926285 -174025476.50170213 -174025475.5151732
588 -174025466.3858481 -174025470.18442583 -174025470.37234184
589 -174025464.55490053 -174025469.0051276 -174025469.13984957
590 -174025459.2907735 -174025464.3795993 -174025464.7516393
591 -174025461.41796994 -174025467.38795903 -174025467.3699451
592 -174025485.65330333 -174025485.94562894 -174025485.62912706
593 -174025466.7566073 -174025471.7831046 -174025470.97898173
594 -174025467.538993 -174025472.85811 -174025472.43415812
595 -174025470.45280755 -174025474.2559662 -174025473.2334608
