z_from_surf x_from_center y_from_center angle_frag1 angle_frag2 alpha beta gamma energy_surrogate
2.9796006978465504 -9.726342119286237 19.74 55.65499677721417 -32.19497241254988 -101.41372049713354 -90.26054150060304 109.7078509012065 -2336.5609662854567
2.001773017647868 -12.250592436309619 6.221474103917027 82.36579705792845 58.52084958334181 -100.39683604592524 2.1416230014634303 64.4355865790949 -2231.2069571245024
3.073506884100804 -0.1290788618931221 17.895945134440726 13.922465444929363 -64.07854534305922 -130.80813157420516 -0.9327312596934049 180.0 -2319.5148461721346
1.8538863208972887 3.641016138035043 5.118295139598864 -118.01516684328912 -8.505929090350849 -78.7306649611769 28.13413948293731 126.76597340354735 -2324.7928255931556
4.5 -2.4719182288303494 -0.5576812063808766 67.75571062074367 -48.48126067694784 -128.7083448276996 -129.1842977003205 131.05874259037256 -2295.848455256093
3.8136477466178422 7.315207161120939 -1.562376997413614 12.554017436761832 122.23258635139916 -69.87271024391902 47.936412208119954 29.37850905239765 -2334.4081081680542
3.9178898157770647 9.022742908583835 -9.338524540732717 77.63373389574936 -9.392583041869463 122.35391936041428 165.4503856848473 3.6123039000120927 -2302.2822051961616
1.9430044172729999 -3.276720014159063 19.74 -90.7254033145723 -78.35251984637132 -36.1272737813255 -99.72499820342867 62.75719085172537 -2101.235444158113
2.974087884097218 4.2782228744298525 5.189510293439618 -11.65094817768315 45.98076660842709 -155.09351817959313 -18.551778085665582 85.6668493664551 -2342.940215949227
2.1445890369502565 5.2311226856123305 -14.889950359224473 -42.69273624353821 -51.52368478922827 -138.81346162890733 -3.4943522368887927 68.73851943620288 -2337.5653517652163
0.7599248660077078 -4.674921466984591 -6.497897066366449 -26.095346120614522 -73.6256662379993 -72.82139351913757 61.79983261855266 180.0 -2278.048593767546
2.7823239199405623 12.208590549550971 -12.96718276000624 -90.37580140918314 40.12089511309255 -61.77303306928946 96.52412816662182 49.50888758660012 -2151.5771793724043
4.29647646273386 -0.8285923758655818 -4.520723070841853 -55.170747963893184 -26.996489214658784 -132.0544619393469 5.648048239613109 156.50739581746973 -2338.3561447387133
2.159492385669902 3.658193547049857 17.713683702080036 -32.29300023979031 115.6360198143116 -68.45252527167877 44.25927313485333 153.7029993788381 -2314.8168649140052
2.7651043655550356 1.4002948664573016 -14.532777231175102 67.58529041566764 -1.5454662584210677 -180.0 -17.55924500988469 175.15083485611137 -2300.838206064351
3.3549379468389264 3.742550256533638 3.5297844983024698 10.407080595596753 133.45746125911614 82.22488994275805 86.36407770918267 -73.12699829832927 -2342.2461625524425
4.5 2.4019099736965086 -19.74 -64.55600719879345 180.0 180.0 136.03826276634973 -180.0 -2323.881694834244
0.5 -12.48780643171508 3.6899548170657535 80.18004030672628 -180.0 -180.0 -101.15031180704992 180.0 -2227.16402734905
4.5 3.117967584520321 -19.74 42.70764159624243 126.24016088818331 16.308251801917102 62.86524494663665 -123.5106717241458 -2335.8966409748245
4.5 -4.753963871877832 -17.914547850065958 0.12082890008240661 180.0 47.2341480869259 137.20312857292876 50.88239420298077 -2346.3350545258163
2.6422533896787654 -2.367112854794594 19.500459958272835 160.98171051668567 -39.08298719224135 4.853154281564317 -111.01064348463412 -27.713362360476008 -2344.5648855010213
1.9430978630837052 -1.9184178114357069 19.74 180.0 128.79093893025023 -134.27896903020866 -125.94726176790563 145.46622073648936 -2339.18065204716
2.244562995965787 10.005990199280976 19.74 180.0 -105.09971784781237 -180.0 -97.18897365617762 52.87457391960735 -2309.8677606996125
2.6236791466113747 -14.1 19.74 117.0712290643665 142.22520282190487 -14.363375075242628 -174.5642072281831 8.332167164631864 -2326.181362494638
4.5 -3.728404155271309 19.74 180.0 -90.8367109795544 1.0162239495877297 -54.11913722819433 180.0 -2165.0395292556605
1.5149442467448433 -0.12342723673729065 3.7280063768519214 96.40413547397763 56.7888489912347 -143.5638741766013 -119.88597038781035 -46.584329194482535 -2229.105519076963
4.5 4.183049487727048 -12.17439852794813 66.67319357438502 180.0 101.93712621471656 174.6525895155348 -70.5619556381285 -2306.4684521535733
